Type of Fault,Test Pattern,Fault-Free Response
1,11101011000001001000100000001000001010011,11101011000001001000100000001000
1,11101011000001001000100000001000001010111,11101011000001001000100000001000
1,11101011000001001000100000001000001010101,11101011000001001000100000001100
1,11001011000001001000100000001000001010101,11001011000001001000100000001000
1,11001001000001001000100000001000001000011,11001001000001001000100000001000
1,11001001000001001000100000001000001010101,11001001000001001000100000001000
1,11001001000001001000100000001000001010001,11001001000001001000100000001000
1,11001001000001001000100000001000001010011,11001001000001001000100000001100
1,11101001000001001000100000001000001000000,11001001000001001000100000001000
1,11101011000001001000100000001000001000010,11101011000001001000100000001000
1,11001011000001001000100000001000001010100,11001011000001001000100000001100
1,11001001000001001000100000001000000010011,11001001000001001000100000001000
1,11101001000001001000100000001000000010001,11101001000001001000100000001000
1,11101001000001001000100000001000000010100,11101001000001001000100000001000
1,11101001000001001000100000001000000000010,11101001000001001000100000001000
1,11101001000001001000100000001000000000100,11101001000001001000100000001000
1,11101001000001001000100000001000000000101,11101001000001001000100000001000
1,11101001000001001000100000001000000000111,11101001000001001000100000001100
1,11101011000001001000100000001000000000011,11101011000001001000100000001000
1,11100110000000000011000010101010011100110,10100100000000001010101110101001
1,00000000000000000001000110001100000000001,00000000000000000001000110001000
1,00000000000000001000100010001100000000001,00000000000000001000100010001000
1,00000000000000000000000010101110000000000,00000000000000000000000010101010
1,00000000000000001001100110101110000000000,00000000000000001001100110101010
1,00000000000000001011000100101100000000001,00000000000000001011000100101000
1,00000000000000000010100000101100000000001,00000000000000000010100000101000
1,00000000000000000011100100001110000000001,00000000000000000011100100001010
1,00000000000000001010000000001110000000000,00000000000000001010000000001010
1,00000000000000001001001100001110000000001,00000000000000001001001100001010
1,00000000000000000001101100101100000000001,00000000000000000001101100101000
1,00000000000000001011101110001100000000000,00000000000000001011101110001000
1,00000000000000000011001110101110000000000,00000000000000000011001110101010
1,00000000000000000000101000001110000000000,00000000000000000000101000001010
1,00000000000000001010101010101110000000001,00000000000000001010101010101010
1,00000000000000001000001000101100000000000,00000000000000001000001000101000
1,00000000000000000010001010001100000000000,00000000000000000010001010001000
1,00100001000000001011001000001110000000000,00100001000000001011001000001010
1,00100001000000000001100000001110000000000,00100001000000000001100000001010
1,00100001000000000010101100001110000000001,00100001000000000010101100001010
1,00100001000000001000000100001110000000000,00100001000000001000000100001010
1,00100001000000001011100010101110000000001,00100001000000001011100010101010
1,00100001000000001000101110101110000000001,00100001000000001000101110101010
1,00100001000000000001001010101110000000001,00100001000000000001001010101010
1,00100001000000000010000110101110000000000,00100001000000000010000110101010
1,00000000000000000000000000000100000000001,00000000000000000000000000000000
1,00000000000000000010001000100110000000001,00000000000000000010001000100010
1,10000000100000000010001010000000000000001,10000000100000000010001010000100
1,10000000100000000000000010100010000000001,10000000100000000000000010100110
1,00000000000000000010001010001100000000001,00000000000000000010001010001000
1,10000000100000000010001000101010000000001,10000000100000000010001000101110
1,00000000000000000000000010101110000000001,00000000000000000000000010101010
1,10000000100000000000000000001000000000001,10000000100000000000000000001100
1,00000000000000001000001000101100000000000,00000000000000001000001000101000
1,00000000000000001000001010000110000000001,00000000000000001000001010000010
1,10000000100000001000001000100000000000001,10000000100000001000001000100100
1,10000000100000001000001010001010000000000,10000000100000001000001010001110
1,10000000100000001010000010101000000000000,10000000100000001010000010101100
1,00000000000000001010000000001110000000001,00000000000000001010000000001010
1,00000000000000001010000010100100000000001,00000000000000001010000010100000
1,10000000100000001010000000000010000000001,10000000100000001010000000000110
1,00000000000000001000100010001100000000001,00000000000000001000100010001000
1,00000000000000000010100000101100000000000,00000000000000000010100000101000
1,00000000000000000010100010000110000000001,00000000000000000010100010000010
1,00000000000000001000100000100110000000000,00000000000000001000100000100010
1,10000000100000001000100010000000000000001,10000000100000001000100010000100
1,10000000100000001000100000101010000000000,10000000100000001000100000101110
1,10000000100000000010100000100000000000000,10000000100000000010100000100100
1,10000000100000000010100010001010000000000,10000000100000000010100010001110
1,10000000100000001010101000001000000000001,10000000100000001010101000001100
0,00000000000000000000000000001100000000001,00000000000001000000000000001100
0,00000000000000000000000000001100000001000,00000000000000000000000000001100
0,00000001000000000000000000001100000000000,00000001000000010000000000001100
0,00000001000000000000000000001100000001000,00000001000000010000000000001100
0,00000101000000000000000000001100000000001,00000101000000000000000000001100
0,00000101000000000000000000001100000001000,00000101000000000000000000001100
0,00001101000000000000000000001100000000000,00001101000011000000110000001100
0,00001101000000000000000000001100000001000,00001001000001010000000000001100
0,00001111000000000000000000001100000000000,00001111000010010101000010001100
0,00001110000000000000000000001100000001000,00000011000011010100000010011100
0,00000001000000000000000100001100000000001,00000011000000000000110100001100
0,00000000000000000000000100001100000001000,00000011000000110101000000001100
0,00000100000000000000000100001100000000001,00000110000000000000000100001100
0,00000100000000000000000100001100000001000,00000111000000000000000100001100
0,00001111000000000000000100001100000000001,00001111000000000000000101001100
0,00001111000000000000000100001100000001000,00001110000000000000000100001100
0,00001101000000000000000100001100000000001,00001101000000000000000100001100
0,00001101000000000000000100001100000001000,00001101000000000000000100001100
0,00001100000000000000000100001100000000001,00001100000000000000000100001100
0,00001100000000000000000100001100000001000,00001100000000000000000100001100
0,00001011000000000000001100001100000000001,00001010010100000000001000001100
0,00000011000000000000001000001100000001000,00000111101100000000001000001100
0,00001010000000000000101000001100000000001,00001000000000000000101100001100
0,00000000000000000000101100001100000001000,00001000101100000000101000001100
0,00000011000000000000101000001100000000000,00001011001000000000101000001100
0,10001001000000000000101011000101000000001,11000000000000001001001001101110
0,01011000000001000000001111001100000110010,01011011100101100010111111001100
0,11100010000001001001100011000100000010000,01100010101010100011100000000100
0,11100001000001001000100011000100001010111,11100001000001001000100011000100
0,11101001000001001000100011000100001000101,11101001000001001000100011000100
0,11101011000001001000100011000100001000001,11101011000001001000100011000100
0,11101011000001001000100011000100001010001,11101011000001001000100011000100
0,11101011000001001000100011000100001010111,11101011000001001000100011000100
0,11001011000001001000100011000100001000001,11001011000001001000100011000100
